GEOID,NAME,POPCOUNT
05000US35033,"Mora County, New Mexico",4563
05000US35037,"Quay County, New Mexico",8373
05000US35039,"Rio Arriba County, New Mexico",39307
05000US35041,"Roosevelt County, New Mexico",19117
05000US35047,"San Miguel County, New Mexico",28034
05000US35051,"Sierra County, New Mexico",11135
05000US35053,"Socorro County, New Mexico",17000
05000US35055,"Taos County, New Mexico",32888
05000US35057,"Torrance County, New Mexico",15595
05000US35059,"Union County, New Mexico",4175
05000US36003,"Allegany County, New York",47025
05000US36017,"Chenango County, New York",48348
05000US36023,"Cortland County, New York",48123
05000US36025,"Delaware County, New York",45502
05000US36031,"Essex County, New York",37751
05000US36039,"Greene County, New York",47617
05000US36041,"Hamilton County, New York",4575
05000US36049,"Lewis County, New York",26719
05000US36057,"Montgomery County, New York",49426
05000US36073,"Orleans County, New York",41175
05000US36095,"Schoharie County, New York",31364
05000US36097,"Schuyler County, New York",17992
05000US36099,"Seneca County, New York",34612
05000US36107,"Tioga County, New York",49045
05000US36121,"Wyoming County, New York",40565
05000US36123,"Yates County, New York",25009
05000US37003,"Alexander County, North Carolina",37119
05000US37005,"Alleghany County, North Carolina",10973
05000US37007,"Anson County, North Carolina",25306
05000US37009,"Ashe County, North Carolina",26786
05000US37011,"Avery County, North Carolina",17501
05000US37013,"Beaufort County, North Carolina",47243
05000US37015,"Bertie County, North Carolina",19644
05000US37017,"Bladen County, North Carolina",33778
05000US37029,"Camden County, North Carolina",10447
05000US37033,"Caswell County, North Carolina",22746
05000US37039,"Cherokee County, North Carolina",27668
05000US37041,"Chowan County, North Carolina",14205
05000US37043,"Clay County, North Carolina",10813
05000US37053,"Currituck County, North Carolina",25796
05000US37055,"Dare County, North Carolina",35741
05000US37059,"Davie County, North Carolina",41991
05000US37073,"Gates County, North Carolina",11563
05000US37075,"Graham County, North Carolina",8557
05000US37079,"Greene County, North Carolina",21008
05000US37091,"Hertford County, North Carolina",24153
05000US37095,"Hyde County, North Carolina",5393
05000US37099,"Jackson County, North Carolina",42256
05000US37103,"Jones County, North Carolina",9695
05000US37111,"McDowell County, North Carolina",45109
05000US37113,"Macon County, North Carolina",34410
05000US37115,"Madison County, North Carolina",21405
05000US37117,"Martin County, North Carolina",23054
05000US37121,"Mitchell County, North Carolina",15040
05000US37123,"Montgomery County, North Carolina",27338
05000US37131,"Northampton County, North Carolina",20186
05000US37137,"Pamlico County, North Carolina",12742
05000US37139,"Pasquotank County, North Carolina",39479
05000US37143,"Perquimans County, North Carolina",13459
05000US37145,"Person County, North Carolina",39305
05000US37149,"Polk County, North Carolina",20458
05000US37153,"Richmond County, North Carolina",45189
05000US37165,"Scotland County, North Carolina",35262
05000US37169,"Stokes County, North Carolina",45905
05000US37173,"Swain County, North Carolina",14254
05000US37175,"Transylvania County, North Carolina",33513
05000US37177,"Tyrrell County, North Carolina",4119
05000US37181,"Vance County, North Carolina",44482
05000US37185,"Warren County, North Carolina",20033
05000US37187,"Washington County, North Carolina",12156
05000US37197,"Yadkin County, North Carolina",37665
05000US37199,"Yancey County, North Carolina",17667
05000US38001,"Adams County, North Dakota",2351
05000US38003,"Barnes County, North Dakota",10836
05000US38005,"Benson County, North Dakota",6886
05000US38007,"Billings County, North Dakota",946
05000US38009,"Bottineau County, North Dakota",6589
05000US38011,"Bowman County, North Dakota",3195
05000US38013,"Burke County, North Dakota",2213
05000US38019,"Cavalier County, North Dakota",3824
05000US38021,"Dickey County, North Dakota",4970
05000US38023,"Divide County, North Dakota",2369
05000US38025,"Dunn County, North Dakota",4387
05000US38027,"Eddy County, North Dakota",2313
05000US38029,"Emmons County, North Dakota",3352
05000US38031,"Foster County, North Dakota",3290
05000US38033,"Golden Valley County, North Dakota",1882
05000US38037,"Grant County, North Dakota",2380
05000US38039,"Griggs County, North Dakota",2266
05000US38041,"Hettinger County, North Dakota",2576
05000US38043,"Kidder County, North Dakota",2460
05000US38045,"LaMoure County, North Dakota",4100
05000US38047,"Logan County, North Dakota",1927
05000US38049,"McHenry County, North Dakota",5927
05000US38051,"McIntosh County, North Dakota",2654
05000US38053,"McKenzie County, North Dakota",12536
05000US38055,"McLean County, North Dakota",9608
05000US38057,"Mercer County, North Dakota",8570
05000US38059,"Morton County, North Dakota",30544
05000US38061,"Mountrail County, North Dakota",10152
05000US38063,"Nelson County, North Dakota",2920
05000US38065,"Oliver County, North Dakota",1837
05000US38067,"Pembina County, North Dakota",7016
05000US38069,"Pierce County, North Dakota",4210
05000US38071,"Ramsey County, North Dakota",11557
05000US38073,"Ransom County, North Dakota",5361
05000US38075,"Renville County, North Dakota",2495
05000US38077,"Richland County, North Dakota",16288
05000US38079,"Rolette County, North Dakota",14603
05000US38081,"Sargent County, North Dakota",3883
05000US38083,"Sheridan County, North Dakota",1405
05000US38085,"Sioux County, North Dakota",4413
05000US38087,"Slope County, North Dakota",704
05000US38089,"Stark County, North Dakota",30876
05000US38091,"Steele County, North Dakota",1910
05000US38093,"Stutsman County, North Dakota",21064
05000US38095,"Towner County, North Dakota",2246
05000US38097,"Traill County, North Dakota",8019
05000US38099,"Walsh County, North Dakota",10802
05000US38103,"Wells County, North Dakota",4055
05000US38105,"Williams County, North Dakota",34061
05000US39001,"Adams County, Ohio",27878
05000US39011,"Auglaize County, Ohio",45784
05000US39015,"Brown County, Ohio",43679
05000US39019,"Carroll County, Ohio",27578
05000US39021,"Champaign County, Ohio",38864
05000US39027,"Clinton County, Ohio",41896
05000US39031,"Coshocton County, Ohio",36574
05000US39033,"Crawford County, Ohio",42021
05000US39039,"Defiance County, Ohio",38279
05000US39047,"Fayette County, Ohio",28645
05000US39051,"Fulton County, Ohio",42305
05000US39053,"Gallia County, Ohio",30195
05000US39059,"Guernsey County, Ohio",39274
05000US39065,"Hardin County, Ohio",31542
05000US39067,"Harrison County, Ohio",15307
05000US39069,"Henry County, Ohio",27316
05000US39071,"Highland County, Ohio",43007
05000US39073,"Hocking County, Ohio",28495
05000US39075,"Holmes County, Ohio",43859
05000US39079,"Jackson County, Ohio",32524
05000US39091,"Logan County, Ohio",45307
05000US39097,"Madison County, Ohio",43988
05000US39105,"Meigs County, Ohio",23160
05000US39107,"Mercer County, Ohio",40806
05000US39111,"Monroe County, Ohio",14090
05000US39115,"Morgan County, Ohio",14702
05000US39117,"Morrow County, Ohio",34976
05000US39121,"Noble County, Ohio",14443
05000US39123,"Ottawa County, Ohio",40709
05000US39125,"Paulding County, Ohio",18872
05000US39127,"Perry County, Ohio",35985
05000US39131,"Pike County, Ohio",28214
05000US39135,"Preble County, Ohio",41207
05000US39137,"Putnam County, Ohio",33969
05000US39149,"Shelby County, Ohio",48797
05000US39161,"Van Wert County, Ohio",28281
05000US39163,"Vinton County, Ohio",13111
05000US39171,"Williams County, Ohio",36936
05000US39175,"Wyandot County, Ohio",22107
05000US40001,"Adair County, Oklahoma",22113
05000US40003,"Alfalfa County, Oklahoma",5857
05000US40005,"Atoka County, Oklahoma",13874
05000US40007,"Beaver County, Oklahoma",5415
05000US40009,"Beckham County, Oklahoma",22621
05000US40011,"Blaine County, Oklahoma",9634
05000US40013,"Bryan County, Oklahoma",45759
05000US40015,"Caddo County, Oklahoma",29342
05000US40019,"Carter County, Oklahoma",48406
05000US40021,"Cherokee County, Oklahoma",48599
05000US40023,"Choctaw County, Oklahoma",14886
05000US40025,"Cimarron County, Oklahoma",2189
05000US40029,"Coal County, Oklahoma",5618
05000US40033,"Cotton County, Oklahoma",5929
05000US40035,"Craig County, Oklahoma",14493
05000US40039,"Custer County, Oklahoma",29209
05000US40041,"Delaware County, Oklahoma",42112
05000US40043,"Dewey County, Oklahoma",4918
05000US40045,"Ellis County, Oklahoma",4072
05000US40049,"Garvin County, Oklahoma",27823
05000US40053,"Grant County, Oklahoma",4418
05000US40055,"Greer County, Oklahoma",5943
05000US40057,"Harmon County, Oklahoma",2721
05000US40059,"Harper County, Oklahoma",3847
05000US40061,"Haskell County, Oklahoma",12704
05000US40063,"Hughes County, Oklahoma",13460
05000US40065,"Jackson County, Oklahoma",25384
05000US40067,"Jefferson County, Oklahoma",6223
05000US40069,"Johnston County, Oklahoma",11041
05000US40071,"Kay County, Oklahoma",44880
05000US40073,"Kingfisher County, Oklahoma",15618
05000US40075,"Kiowa County, Oklahoma",9001
05000US40077,"Latimer County, Oklahoma",10495
05000US40079,"Le Flore County, Oklahoma",49909
05000US40081,"Lincoln County, Oklahoma",34854
05000US40083,"Logan County, Oklahoma",46044
05000US40085,"Love County, Oklahoma",9933
05000US40087,"McClain County, Oklahoma",38634
05000US40089,"McCurtain County, Oklahoma",32966
05000US40091,"McIntosh County, Oklahoma",19819
05000US40093,"Major County, Oklahoma",7718
05000US40095,"Marshall County, Oklahoma",16376
05000US40097,"Mayes County, Oklahoma",40980
05000US40099,"Murray County, Oklahoma",13875
05000US40103,"Noble County, Oklahoma",11411
05000US40105,"Nowata County, Oklahoma",10383
05000US40107,"Okfuskee County, Oklahoma",12115
05000US40111,"Okmulgee County, Oklahoma",38889
05000US40113,"Osage County, Oklahoma",47311
05000US40115,"Ottawa County, Oklahoma",31566
05000US40117,"Pawnee County, Oklahoma",16428
05000US40121,"Pittsburg County, Oklahoma",44382
05000US40123,"Pontotoc County, Oklahoma",38358
05000US40127,"Pushmataha County, Oklahoma",11119
05000US40129,"Roger Mills County, Oklahoma",3708
05000US40133,"Seminole County, Oklahoma",25071
05000US40135,"Sequoyah County, Oklahoma",41359
05000US40137,"Stephens County, Oklahoma",43983
05000US40139,"Texas County, Oklahoma",21121
05000US40141,"Tillman County, Oklahoma",7515
05000US40149,"Washita County, Oklahoma",11432
05000US40151,"Woods County, Oklahoma",9127
05000US40153,"Woodward County, Oklahoma",20967
05000US41001,"Baker County, Oregon",15984
05000US41007,"Clatsop County, Oregon",38562
05000US41013,"Crook County, Oregon",22337
05000US41015,"Curry County, Oregon",22507
05000US41021,"Gilliam County, Oregon",1907
05000US41023,"Grant County, Oregon",7183
05000US41025,"Harney County, Oregon",7228
05000US41027,"Hood River County, Oregon",23131
05000US41031,"Jefferson County, Oregon",23143
05000US41037,"Lake County, Oregon",7843
05000US41041,"Lincoln County, Oregon",47881
05000US41045,"Malheur County, Oregon",30431
05000US41049,"Morrow County, Oregon",11215
05000US41055,"Sherman County, Oregon",1605
05000US41057,"Tillamook County, Oregon",26076
05000US41061,"Union County, Oregon",26028
05000US41063,"Wallowa County, Oregon",6924
05000US41065,"Wasco County, Oregon",25866
05000US41069,"Wheeler County, Oregon",1426
05000US42009,"Bedford County, Pennsylvania",48611
05000US42023,"Cameron County, Pennsylvania",4686
05000US42031,"Clarion County, Pennsylvania",38827
05000US42035,"Clinton County, Pennsylvania",39074
05000US42047,"Elk County, Pennsylvania",30608
05000US42053,"Forest County, Pennsylvania",7351
05000US42057,"Fulton County, Pennsylvania",14506
05000US42059,"Greene County, Pennsylvania",37144
05000US42061,"Huntingdon County, Pennsylvania",45421
05000US42065,"Jefferson County, Pennsylvania",44084
05000US42067,"Juniata County, Pennsylvania",24562
05000US42083,"McKean County, Pennsylvania",41806
05000US42087,"Mifflin County, Pennsylvania",46362
05000US42093,"Montour County, Pennsylvania",18294
05000US42099,"Perry County, Pennsylvania",45924
05000US42105,"Potter County, Pennsylvania",16937
05000US42109,"Snyder County, Pennsylvania",40466
05000US42113,"Sullivan County, Pennsylvania",6177
05000US42115,"Susquehanna County, Pennsylvania",41340
05000US42117,"Tioga County, Pennsylvania",41226
05000US42119,"Union County, Pennsylvania",45114
05000US42123,"Warren County, Pennsylvania",40035
05000US42131,"Wyoming County, Pennsylvania",27588
05000US44001,"Bristol County, Rhode Island",48900
05000US45001,"Abbeville County, South Carolina",24657
05000US45005,"Allendale County, South Carolina",9214
05000US45009,"Bamberg County, South Carolina",14600
05000US45011,"Barnwell County, South Carolina",21577
05000US45017,"Calhoun County, South Carolina",14713
05000US45023,"Chester County, South Carolina",32326
05000US45025,"Chesterfield County, South Carolina",46024
05000US45027,"Clarendon County, South Carolina",34017
05000US45029,"Colleton County, South Carolina",37568
05000US45033,"Dillon County, South Carolina",30871
05000US45037,"Edgefield County, South Carolina",26769
05000US45039,"Fairfield County, South Carolina",22712
05000US45049,"Hampton County, South Carolina",19807
05000US45053,"Jasper County, South Carolina",27900
05000US45061,"Lee County, South Carolina",17606
05000US45065,"McCormick County, South Carolina",9606
05000US45067,"Marion County, South Carolina",31562
05000US45069,"Marlboro County, South Carolina",27131
05000US45071,"Newberry County, South Carolina",38068
05000US45081,"Saluda County, South Carolina",20299
05000US45087,"Union County, South Carolina",27644
05000US45089,"Williamsburg County, South Carolina",31794
05000US46003,"Aurora County, South Dakota",2759
05000US46005,"Beadle County, South Dakota",18374
05000US46007,"Bennett County, South Dakota",3437
05000US46009,"Bon Homme County, South Dakota",6969
05000US46011,"Brookings County, South Dakota",34239
05000US46013,"Brown County, South Dakota",38840
05000US46015,"Brule County, South Dakota",5256
05000US46017,"Buffalo County, South Dakota",2053
05000US46019,"Butte County, South Dakota",10177
05000US46021,"Campbell County, South Dakota",1435
05000US46023,"Charles Mix County, South Dakota",9344
05000US46025,"Clark County, South Dakota",3673
05000US46027,"Clay County, South Dakota",13925
05000US46029,"Codington County, South Dakota",27993
05000US46031,"Corson County, South Dakota",4168
05000US46033,"Custer County, South Dakota",8573
05000US46035,"Davison County, South Dakota",19901
05000US46037,"Day County, South Dakota",5506
05000US46039,"Deuel County, South Dakota",4306
05000US46041,"Dewey County, South Dakota",5779
05000US46043,"Douglas County, South Dakota",2930
05000US46045,"Edmunds County, South Dakota",3940
05000US46047,"Fall River County, South Dakota",6774
05000US46049,"Faulk County, South Dakota",2322
05000US46051,"Grant County, South Dakota",7217
05000US46053,"Gregory County, South Dakota",4201
05000US46055,"Haakon County, South Dakota",2082
05000US46057,"Hamlin County, South Dakota",6000
05000US46059,"Hand County, South Dakota",3301
05000US46061,"Hanson County, South Dakota",3397
05000US46063,"Harding County, South Dakota",1311
05000US46065,"Hughes County, South Dakota",17617
05000US46067,"Hutchinson County, South Dakota",7315
05000US46069,"Hyde County, South Dakota",1331
05000US46071,"Jackson County, South Dakota",3287
05000US46073,"Jerauld County, South Dakota",2029
05000US46075,"Jones County, South Dakota",735
05000US46077,"Kingsbury County, South Dakota",4967
05000US46079,"Lake County, South Dakota",12574
05000US46081,"Lawrence County, South Dakota",25234
05000US46085,"Lyman County, South Dakota",3869
05000US46087,"McCook County, South Dakota",5511
05000US46089,"McPherson County, South Dakota",2364
05000US46091,"Marshall County, South Dakota",4895
05000US46093,"Meade County, South Dakota",27424
05000US46095,"Mellette County, South Dakota",2055
05000US46097,"Miner County, South Dakota",2229
05000US46101,"Moody County, South Dakota",6506
05000US46102,"Oglala Lakota County, South Dakota",14335
05000US46105,"Perkins County, South Dakota",2907
05000US46107,"Potter County, South Dakota",2326
05000US46109,"Roberts County, South Dakota",10285
05000US46111,"Sanborn County, South Dakota",2388
05000US46115,"Spink County, South Dakota",6543
05000US46117,"Stanley County, South Dakota",2997
05000US46119,"Sully County, South Dakota",1331
05000US46121,"Todd County, South Dakota",10146
05000US46123,"Tripp County, South Dakota",5468
05000US46125,"Turner County, South Dakota",8264
05000US46127,"Union County, South Dakota",15177
05000US46129,"Walworth County, South Dakota",5510
05000US46135,"Yankton County, South Dakota",22717
05000US46137,"Ziebach County, South Dakota",2814
05000US47003,"Bedford County, Tennessee",47558
05000US47005,"Benton County, Tennessee",16112
05000US47007,"Bledsoe County, Tennessee",14602
05000US47013,"Campbell County, Tennessee",39687
05000US47015,"Cannon County, Tennessee",13976
05000US47017,"Carroll County, Tennessee",28018
05000US47021,"Cheatham County, Tennessee",39929
05000US47023,"Chester County, Tennessee",17150
05000US47025,"Claiborne County, Tennessee",31613
05000US47027,"Clay County, Tennessee",7686
05000US47029,"Cocke County, Tennessee",35336
05000US47033,"Crockett County, Tennessee",14499
05000US47039,"Decatur County, Tennessee",11683
05000US47041,"DeKalb County, Tennessee",19601
05000US47045,"Dyer County, Tennessee",37576
05000US47047,"Fayette County, Tennessee",39692
05000US47049,"Fentress County, Tennessee",17994
05000US47051,"Franklin County, Tennessee",41512
05000US47053,"Gibson County, Tennessee",49175
05000US47055,"Giles County, Tennessee",29167
05000US47057,"Grainger County, Tennessee",23013
05000US47061,"Grundy County, Tennessee",13331
05000US47067,"Hancock County, Tennessee",6585
05000US47069,"Hardeman County, Tennessee",25562
05000US47071,"Hardin County, Tennessee",25771
05000US47075,"Haywood County, Tennessee",17779
05000US47077,"Henderson County, Tennessee",27859
05000US47079,"Henry County, Tennessee",32279
05000US47081,"Hickman County, Tennessee",24678
05000US47083,"Houston County, Tennessee",8176
05000US47085,"Humphreys County, Tennessee",18318
05000US47087,"Jackson County, Tennessee",11615
05000US47091,"Johnson County, Tennessee",17789
05000US47095,"Lake County, Tennessee",7526
05000US47097,"Lauderdale County, Tennessee",26297
05000US47099,"Lawrence County, Tennessee",42937
05000US47101,"Lewis County, Tennessee",11956
05000US47103,"Lincoln County, Tennessee",33711
05000US47109,"McNairy County, Tennessee",25903
05000US47111,"Macon County, Tennessee",23487
05000US47115,"Marion County, Tennessee",28417
05000US47117,"Marshall County, Tennessee",32269
05000US47121,"Meigs County, Tennessee",11962
05000US47123,"Monroe County, Tennessee",45876
05000US47127,"Moore County, Tennessee",6322
05000US47129,"Morgan County, Tennessee",21596
05000US47131,"Obion County, Tennessee",30520
05000US47133,"Overton County, Tennessee",22004
05000US47135,"Perry County, Tennessee",7912
05000US47137,"Pickett County, Tennessee",5088
05000US47139,"Polk County, Tennessee",16782
05000US47143,"Rhea County, Tennessee",32628
05000US47151,"Scott County, Tennessee",21954
05000US47153,"Sequatchie County, Tennessee",14730
05000US47159,"Smith County, Tennessee",19458
05000US47161,"Stewart County, Tennessee",13301
05000US47169,"Trousdale County, Tennessee",9573
05000US47171,"Unicoi County, Tennessee",17780
05000US47173,"Union County, Tennessee",19293
05000US47175,"Van Buren County, Tennessee",5704
05000US47177,"Warren County, Tennessee",40454
05000US47181,"Wayne County, Tennessee",16649
05000US47183,"Weakley County, Tennessee",33626
05000US47185,"White County, Tennessee",26580
05000US48003,"Andrews County, Texas",17818
05000US48007,"Aransas County, Texas",24763
05000US48009,"Archer County, Texas",8789
05000US48011,"Armstrong County, Texas",1916
05000US48013,"Atascosa County, Texas",48828
05000US48015,"Austin County, Texas",29565
05000US48017,"Bailey County, Texas",7092
05000US48019,"Bandera County, Texas",21763
05000US48023,"Baylor County, Texas",3591
05000US48025,"Bee County, Texas",32691
05000US48031,"Blanco County, Texas",11279
05000US48033,"Borden County, Texas",665
05000US48035,"Bosque County, Texas",18122
05000US48043,"Brewster County, Texas",9216
05000US48045,"Briscoe County, Texas",1546
05000US48047,"Brooks County, Texas",7180
05000US48049,"Brown County, Texas",37834
05000US48051,"Burleson County, Texas",17863
05000US48053,"Burnet County, Texas",45750
05000US48055,"Caldwell County, Texas",41401
05000US48057,"Calhoun County, Texas",21807
05000US48059,"Callahan County, Texas",13770
05000US48063,"Camp County, Texas",12813
05000US48065,"Carson County, Texas",6032
05000US48067,"Cass County, Texas",30087
05000US48069,"Castro County, Texas",7787
05000US48071,"Chambers County, Texas",40292
05000US48075,"Childress County, Texas",7226
05000US48077,"Clay County, Texas",10387
05000US48079,"Cochran County, Texas",2904
05000US48081,"Coke County, Texas",3275
05000US48083,"Coleman County, Texas",8391
05000US48087,"Collingsworth County, Texas",2996
05000US48089,"Colorado County, Texas",21022
05000US48093,"Comanche County, Texas",13495
05000US48095,"Concho County, Texas",4233
05000US48097,"Cooke County, Texas",39571
05000US48101,"Cottle County, Texas",1623
05000US48103,"Crane County, Texas",4839
05000US48105,"Crockett County, Texas",3633
05000US48107,"Crosby County, Texas",5861
05000US48109,"Culberson County, Texas",2241
05000US48111,"Dallam County, Texas",7243
05000US48115,"Dawson County, Texas",12964
05000US48117,"Deaf Smith County, Texas",18899
05000US48119,"Delta County, Texas",5215
05000US48123,"DeWitt County, Texas",20435
05000US48125,"Dickens County, Texas",2216
05000US48127,"Dimmit County, Texas",10663
05000US48129,"Donley County, Texas",3387
05000US48131,"Duval County, Texas",11355
05000US48133,"Eastland County, Texas",18270
05000US48137,"Edwards County, Texas",2055
05000US48143,"Erath County, Texas",41482
05000US48145,"Falls County, Texas",17299
05000US48147,"Fannin County, Texas",34175
05000US48149,"Fayette County, Texas",25066
05000US48151,"Fisher County, Texas",3883
05000US48153,"Floyd County, Texas",5872
05000US48155,"Foard County, Texas",1408
05000US48159,"Franklin County, Texas",10679
05000US48161,"Freestone County, Texas",19709
05000US48163,"Frio County, Texas",19394
05000US48165,"Gaines County, Texas",20321
05000US48169,"Garza County, Texas",6288
05000US48171,"Gillespie County, Texas",26208
05000US48173,"Glasscock County, Texas",1430
05000US48175,"Goliad County, Texas",7531
05000US48177,"Gonzales County, Texas",20667
05000US48179,"Gray County, Texas",22685
05000US48185,"Grimes County, Texas",27630
05000US48189,"Hale County, Texas",34113
05000US48191,"Hall County, Texas",3074
05000US48193,"Hamilton County, Texas",8269
05000US48195,"Hansford County, Texas",5547
05000US48197,"Hardeman County, Texas",3952
05000US48205,"Hartley County, Texas",5767
05000US48207,"Haskell County, Texas",5809
05000US48211,"Hemphill County, Texas",4061
05000US48217,"Hill County, Texas",35399
05000US48219,"Hockley County, Texas",23162
05000US48223,"Hopkins County, Texas",36240
05000US48225,"Houston County, Texas",22955
05000US48227,"Howard County, Texas",36667
05000US48229,"Hudspeth County, Texas",4098
05000US48233,"Hutchinson County, Texas",21571
05000US48235,"Irion County, Texas",1524
05000US48237,"Jack County, Texas",8842
05000US48239,"Jackson County, Texas",14820
05000US48241,"Jasper County, Texas",35504
05000US48243,"Jeff Davis County, Texas",2234
05000US48247,"Jim Hogg County, Texas",5282
05000US48249,"Jim Wells County, Texas",41192
05000US48253,"Jones County, Texas",19891
05000US48255,"Karnes County, Texas",15387
05000US48259,"Kendall County, Texas",41982
05000US48261,"Kenedy County, Texas",595
05000US48263,"Kent County, Texas",749
05000US48267,"Kimble County, Texas",4408
05000US48269,"King County, Texas",228
05000US48271,"Kinney County, Texas",3675
05000US48273,"Kleberg County, Texas",31425
05000US48275,"Knox County, Texas",3733
05000US48277,"Lamar County, Texas",49532
05000US48279,"Lamb County, Texas",13262
05000US48281,"Lampasas County, Texas",20640
05000US48283,"La Salle County, Texas",7409
05000US48285,"Lavaca County, Texas",19941
05000US48287,"Lee County, Texas",16952
05000US48289,"Leon County, Texas",17098
05000US48293,"Limestone County, Texas",23515
05000US48295,"Lipscomb County, Texas",3469
05000US48297,"Live Oak County, Texas",12123
05000US48299,"Llano County, Texas",20640
05000US48301,"Loving County, Texas",102
05000US48305,"Lynn County, Texas",5808
05000US48307,"McCulloch County, Texas",8098
05000US48311,"McMullen County, Texas",662
05000US48313,"Madison County, Texas",14128
05000US48315,"Marion County, Texas",10083
05000US48317,"Martin County, Texas",5614
05000US48319,"Mason County, Texas",4161
05000US48321,"Matagorda County, Texas",36743
05000US48325,"Medina County, Texas",49334
05000US48327,"Menard County, Texas",2123
05000US48331,"Milam County, Texas",24664
05000US48333,"Mills County, Texas",4902
05000US48335,"Mitchell County, Texas",8558
05000US48337,"Montague County, Texas",19409
05000US48341,"Moore County, Texas",21801
05000US48343,"Morris County, Texas",12424
05000US48345,"Motley County, Texas",1156
05000US48349,"Navarro County, Texas",48583
05000US48351,"Newton County, Texas",14057
05000US48353,"Nolan County, Texas",14966
05000US48357,"Ochiltree County, Texas",10348
05000US48359,"Oldham County, Texas",2090
05000US48363,"Palo Pinto County, Texas",28317
05000US48365,"Panola County, Texas",23440
05000US48369,"Parmer County, Texas",9852
05000US48371,"Pecos County, Texas",15797
05000US48373,"Polk County, Texas",47837
05000US48377,"Presidio County, Texas",7123
05000US48379,"Rains County, Texas",11473
05000US48383,"Reagan County, Texas",3752
05000US48385,"Real County, Texas",3389
05000US48387,"Red River County, Texas",12275
05000US48389,"Reeves County, Texas",15125
05000US48391,"Refugio County, Texas",7236
05000US48393,"Roberts County, Texas",885
05000US48395,"Robertson County, Texas",16890
05000US48399,"Runnels County, Texas",10310
05000US48403,"Sabine County, Texas",10458
05000US48405,"San Augustine County, Texas",8327
05000US48407,"San Jacinto County, Texas",27819
05000US48411,"San Saba County, Texas",5962
05000US48413,"Schleicher County, Texas",3061
05000US48415,"Scurry County, Texas",17239
05000US48417,"Shackelford County, Texas",3311
05000US48419,"Shelby County, Texas",25478
05000US48421,"Sherman County, Texas",3058
05000US48425,"Somervell County, Texas",8743
05000US48429,"Stephens County, Texas",9372
05000US48431,"Sterling County, Texas",1141
05000US48433,"Stonewall County, Texas",1385
05000US48435,"Sutton County, Texas",3865
05000US48437,"Swisher County, Texas",7484
05000US48443,"Terrell County, Texas",862
05000US48445,"Terry County, Texas",12615
05000US48447,"Throckmorton County, Texas",1567
05000US48449,"Titus County, Texas",32730
05000US48455,"Trinity County, Texas",14569
05000US48457,"Tyler County, Texas",21496
05000US48459,"Upshur County, Texas",40769
05000US48461,"Upton County, Texas",3634
05000US48463,"Uvalde County, Texas",27009
05000US48465,"Val Verde County, Texas",49027
05000US48473,"Waller County, Texas",49987
05000US48475,"Ward County, Texas",11586
05000US48477,"Washington County, Texas",34796
05000US48481,"Wharton County, Texas",41551
05000US48483,"Wheeler County, Texas",5482
05000US48487,"Wilbarger County, Texas",12906
05000US48489,"Willacy County, Texas",21754
05000US48493,"Wilson County, Texas",48198
05000US48495,"Winkler County, Texas",7802
05000US48499,"Wood County, Texas",43815
05000US48501,"Yoakum County, Texas",8571
05000US48503,"Young County, Texas",18114
05000US48505,"Zapata County, Texas",14369
05000US48507,"Zavala County, Texas",12131
05000US49001,"Beaver County, Utah",6443
05000US49007,"Carbon County, Utah",20356
05000US49009,"Daggett County, Utah",612
05000US49013,"Duchesne County, Utah",20219
05000US49015,"Emery County, Utah",10248
05000US49017,"Garfield County, Utah",5017
05000US49019,"Grand County, Utah",9616
05000US49021,"Iron County, Utah",49691
05000US49023,"Juab County, Utah",10948
05000US49025,"Kane County, Utah",7350
05000US49027,"Millard County, Utah",12733
05000US49029,"Morgan County, Utah",11391
05000US49031,"Piute County, Utah",1904
05000US49033,"Rich County, Utah",2350
05000US49037,"San Juan County, Utah",15281
05000US49039,"Sanpete County, Utah",29366
05000US49041,"Sevier County, Utah",21118
05000US49043,"Summit County, Utah",40511
05000US49047,"Uintah County, Utah",36323
05000US49051,"Wasatch County, Utah",30523
05000US49055,"Wayne County, Utah",2694
05000US50001,"Addison County, Vermont",36939
05000US50003,"Bennington County, Vermont",35920
05000US50005,"Caledonia County, Vermont",30425
05000US50009,"Essex County, Vermont",6208
05000US50011,"Franklin County, Vermont",49025
05000US50013,"Grand Isle County, Vermont",6965
05000US50015,"Lamoille County, Vermont",25268
05000US50017,"Orange County, Vermont",28937
05000US50019,"Orleans County, Vermont",26911
05000US50025,"Windham County, Vermont",43150
05000US51001,"Accomack County, Virginia",32742
05000US51005,"Alleghany County, Virginia",15286
05000US51007,"Amelia County, Virginia",12854
05000US51009,"Amherst County, Virginia",31882
05000US51011,"Appomattox County, Virginia",15577
05000US51017,"Bath County, Virginia",4393
05000US51021,"Bland County, Virginia",6447
05000US51023,"Botetourt County, Virginia",33222
05000US51025,"Brunswick County, Virginia",16665
05000US51027,"Buchanan County, Virginia",22138
05000US51029,"Buckingham County, Virginia",17004
05000US51033,"Caroline County, Virginia",30184
05000US51035,"Carroll County, Virginia",29738
05000US51036,"Charles City County, Virginia",6995
05000US51037,"Charlotte County, Virginia",12095
05000US51043,"Clarke County, Virginia",14365
05000US51045,"Craig County, Virginia",5113
05000US51049,"Cumberland County, Virginia",9786
05000US51051,"Dickenson County, Virginia",14960
05000US51053,"Dinwiddie County, Virginia",28308
